req_id,requirement_group,requirement_title,owner_layer,owner_component,requirement_text,claim_type,required_proof_depth,runtime_sensitive,side_effect_sensitive,required_artifacts,required_positive_evidence,required_negative_controls,acceptance_rule,fail_closed_if_missing,required_ci_gate,required_matrix_columns,runtime_claim_allowed_rule,final_acceptance_status_rule,notes,best_practice_basis,best_practice_gap_closed,implementation_target_files,verifier_target_files,required_output_artifacts,positive_assertions_to_implement,negative_assertions_to_implement,downgrade_rule,priority,implementation_wave,windsurf_acceptance_command,current_known_status
RTC-REQ-091,Layer Ownership,L1 plans but does not route/retrieve/execute,02 L1,Planning,"L1 MUST emit advisory L1PlanContract only and MUST NOT emit authoritative RouteContract, retrieve final evidence, execute tools, or mutate L4.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,l1_no_overlap_report; L1PlanContract schema,Static scanner and tests prove L1 boundaries.,L1 retrieves; L1 emits RouteContract; L1 executes; L1 writes L4.,ACCEPTED only when L1 no-overlap tests pass.,Block with L1_OVERLAP_VIOLATION.,verify_l1_no_overlap.py,owner_layer; emitted_artifact_type; negative_control_path,false if L1 oversteps,ACCEPTED illegal if L1 owns route/retrieval/execution,Layer boundary.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_091.py,l1_no_overlap_report; L1PlanContract schema,Static scanner and tests prove L1 boundaries.,L1 retrieves; L1 emits RouteContract; L1 executes; L1 writes L4.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-092,Layer Ownership,L0 emits exactly one deterministic RouteContract,03 L0,Route decision,"L0 MUST emit exactly one deterministic RouteContract or terminal route packet per request and MUST NOT retrieve, execute, or write L4.",COMPONENT_RUNTIME,E4_NEGATIVE_CONTROL,true,false,RouteContract; route_determinism_receipt,Same input/policy/blueprint emits same route; exactly one route; no retrieval/execution.,Zero routes; multiple routes; nondeterministic route; L0 retrieves or executes.,ACCEPTED only when exact-one and determinism negatives pass.,Block with L0_ROUTE_CONTRACT_VIOLATION.,verify_l0_route_contract.py,route_contract_ref; route_id; execution_form; negative_control_path,true for valid route proof,ACCEPTED illegal if no/multiple routes,Core routing law.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_092.py,RouteContract; route_determinism_receipt,Same input/policy/blueprint emits same route; exactly one route; no retrieval/execution.,Zero routes; multiple routes; nondeterministic route; L0 retrieves or executes.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-093,Layer Ownership,C0 retrieves evidence only,C0,Context Engine,"C0 MUST retrieve, shape, verify, and contract evidence only; it MUST NOT answer, execute, route, assemble prompts, or write L4.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,FinalEvidenceContract; c0_no_overlap_report,C0 emits FinalEvidenceContract and no answer/model/tool execution.,C0 generates final prose; C0 executes tool; C0 writes durable state.,ACCEPTED only when C0 no-overlap tests pass.,Block with C0_OVERLAP_VIOLATION.,verify_c0_no_overlap.py,final_evidence_contract_ref; owner_layer; negative_control_path,false if C0 answers/executes,ACCEPTED illegal if C0 acts outside evidence contract,Layer boundary.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_093.py,FinalEvidenceContract; c0_no_overlap_report,C0 emits FinalEvidenceContract and no answer/model/tool execution.,C0 generates final prose; C0 executes tool; C0 writes durable state.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-094,Layer Ownership,Prompt Assembly composes only,PA,Prompt Assembly,"Prompt Assembly MUST construct signed prompt artifact only; it MUST NOT retrieve, execute, call providers, approve output, or mutate L4.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,CompiledPromptArtifact; pa_no_overlap_report,PA emits signed CompiledPromptArtifact from existing inputs only.,PA retrieves; PA calls provider; PA executes; PA approves output.,ACCEPTED only when PA boundary tests pass.,Block with PA_OVERLAP_VIOLATION.,verify_pa_no_overlap.py,compiled_prompt_artifact_ref; owner_layer; negative_control_path,false if PA calls provider/retrieves,ACCEPTED illegal if PA executes,Layer boundary.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_094.py,CompiledPromptArtifact; pa_no_overlap_report,PA emits signed CompiledPromptArtifact from existing inputs only.,PA retrieves; PA calls provider; PA executes; PA approves output.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-095,Layer Ownership,L2 bounded execution and sealing only,04 L2,Execution,"L2 MUST execute exactly one bounded packet or current workflow step, may locally heal same-authority defects, and MUST seal artifacts without approving egress or writing L4.",COMPONENT_RUNTIME,E4_NEGATIVE_CONTROL,true,true,SealedL2Artifact; proposed_state_diff,"L2 executes bounded work, emits sealed artifact, does not approve final output or durable write.",L2 reroutes; expands workflow; asks human directly; approves egress; writes L4.,ACCEPTED only when L2 boundary negatives pass.,Block with L2_OVERLAP_VIOLATION.,verify_l2_boundary.py,l2_sealed_artifact_ref; proposed_state_diff_ref; negative_control_path,true for bounded execution only,ACCEPTED illegal if L2 approves/commits,Layer boundary.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_095.py,SealedL2Artifact; proposed_state_diff,"L2 executes bounded work, emits sealed artifact, does not approve final output or durable write.",L2 reroutes; expands workflow; asks human directly; approves egress; writes L4.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-096,Layer Ownership,Exit emits exactly one X3 and does not write L4,05 Exit,Exit evaluation,Exit MUST aggregate checkout and emit exactly one X3 disposition; it may emit CommitRequest but MUST NOT write L4.,INTEGRATED_RUNTIME,E6_INTEGRATED_RUNTIME_PROOF,true,true,ExitReviewPacket; X3DispositionReceipt; CommitRequest_when_applicable,Exit emits one disposition and hands durable write request to UWG.,No X3; multiple X3; Exit writes L4 directly.,ACCEPTED only when Exit X3 and no-write proofs pass.,Block with EXIT_DISPOSITION_OR_WRITE_VIOLATION.,verify_exit_x3_no_write.py,x3_disposition_ref; commit_request_ref; uwg_receipt_ref,true only with single X3,ACCEPTED illegal if Exit writes L4,Layer boundary.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_096.py,ExitReviewPacket; X3DispositionReceipt; CommitRequest_when_applicable,Exit emits one disposition and hands durable write request to UWG.,No X3; multiple X3; Exit writes L4 directly.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-097,Layer Ownership,L6 completed-run learning only,06 L6,Shadow evaluation,"L6 MUST consume completed runtime exhaust after Exit and MUST NOT mutate current run, rescue current run, or write L4 directly.",NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,true,RuntimeExhaustBundle; LearningProposal; ObserverComplianceReceipt,L6 starts only after runtime boundary and emits future-run proposal.,L6 changes current run; L6 writes memory directly; L6 rescues failed current run.,ACCEPTED only when observer-law negatives pass.,Block with L6_FIREWALL_VIOLATION.,verify_l6_firewall.py,runtime_exhaust_bundle_ref; l6_eval_ref; negative_control_path,false if L6 current-run mutation possible,ACCEPTED illegal if L6 rescues current run,Layer boundary.,"MECE layer ownership law across U0, L1, L0/L3, C0, PA, L2, Exit, L6.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/* layer roots; tools/analysis/*; tests/runtime/*no_overlap*,scripts/verify_rtc_req_097.py,RuntimeExhaustBundle; LearningProposal; ObserverComplianceReceipt,L6 starts only after runtime boundary and emits future-run proposal.,L6 changes current run; L6 writes memory directly; L6 rescues failed current run.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-100,Reporting,Semantic cache certification report required,99 / Reporting,Report generator,"Certification pipeline MUST emit a semantic_cache_certification_report showing every R1B subclaim, status, evidence path, and blocking gap.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,semantic_cache_certification_report.md,Report includes subclaim table and final acceptance status.,No report; subclaims hidden; final status not reconciled.,ACCEPTED only when semantic cache report is complete.,Block with SEMANTIC_CACHE_REPORT_MISSING.,generate_runtime_certification_reports.py,subclaim_id; subclaim_status; blocking_gap; evidence_path,false if report missing,ACCEPTED illegal if subclaim report absent,Required for 10C-REQ-077.,Certification language must match proof class and must surface downgraded rows.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_100.py,scripts/verify_rtc_req_100.py,semantic_cache_certification_report.md,Report includes subclaim table and final acceptance status.,No report; subclaims hidden; final status not reconciled.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-101,Reporting,Runtime certification report required,99 / Reporting,Report generator,Certification pipeline MUST emit runtime_certification_report with integrated runtime status and composition-vs-integrated distinction.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,runtime_certification_report.md,Report lists all runtime-sensitive rows and proof classification.,Composition proof reported as integrated; report missing blocked entrypoint gap.,ACCEPTED only when runtime report is complete and honest.,Block with RUNTIME_CERT_REPORT_MISSING.,generate_runtime_certification_reports.py,proof_classification; integrated_runtime_entrypoint_used; blocking_gap,false if report missing,ACCEPTED illegal if composition labelled integrated,Stops proof-class drift.,Certification language must match proof class and must surface downgraded rows.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_101.py,scripts/verify_rtc_req_101.py,runtime_certification_report.md,Report lists all runtime-sensitive rows and proof classification.,Composition proof reported as integrated; report missing blocked entrypoint gap.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-102,Reporting,Certification language scoped by proof class,99 / Reporting,Language validator,"Reports MUST use scoped language such as 100.0% static enforcement coverage or 100.0% composition proof coverage, and MUST NOT say runtime certified unless integrated runtime proof is complete.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,certification_language_report,Validator scans reports for forbidden phrases unsupported by proof class.,'100% complete' or 'runtime certified' used with PARTIAL/BLOCKED rows.,ACCEPTED only when language matches proof class.,Block with CERTIFICATION_LANGUAGE_OVERCLAIM.,verify_certification_language.py,certification_phrase; proof_classification; final_acceptance_status,false when language overclaims,ACCEPTED illegal if caveat contradicts claim,Prevents executive-summary greenwashing.,Certification language must match proof class and must surface downgraded rows.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_102.py,scripts/verify_rtc_req_102.py,certification_language_report,Validator scans reports for forbidden phrases unsupported by proof class.,'100% complete' or 'runtime certified' used with PARTIAL/BLOCKED rows.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-103,Reporting,Allowed partial language,99 / Reporting,Language validator,Rows with PARTIAL/BLOCKED/CALIBRATION_GAP/INFRASTRUCTURE_GAP MUST say exactly what is not being claimed.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,certification_language_report,Partial caveats are explicit and tied to blocking gaps.,Generic caveat; missing caveat; caveat says accepted despite blockers.,ACCEPTED only when caveats are specific for non-accepted rows.,Block with CAVEAT_INSUFFICIENT.,verify_certification_language.py,acceptance_caveat; blocking_gap; final_acceptance_status,false for non-accepted rows,ACCEPTED not applicable; PARTIAL/BLOCKED require caveat,Makes gaps visible.,Certification language must match proof class and must surface downgraded rows.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_103.py,scripts/verify_rtc_req_103.py,certification_language_report,Partial caveats are explicit and tied to blocking gaps.,Generic caveat; missing caveat; caveat says accepted despite blockers.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-110,CI,Matrix schema CI gate,CI,GitHub/Windsurf CI,CI MUST run matrix schema validation and fail on missing columns or invalid enums.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,ci_run_result,CI gate name exists and blocks merge on schema failure.,No CI gate; local-only script; warning-only failure.,ACCEPTED only when CI gate exists and passes/fails correctly.,Block with CI_SCHEMA_GATE_MISSING.,ci:runtime-certification-schema,ci_gate_name; ci_gate_result,false,ACCEPTED illegal if CI gate absent,CI enforcement.,Every certification claim needs a blocking CI gate with fail-closed seeded negative cases.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",.github/workflows/*; scripts/verify_*; tests/runtime/*,.github/workflows/runtime-certification.yml,ci_run_result,CI gate name exists and blocks merge on schema failure.,No CI gate; local-only script; warning-only failure.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-ci-fail-closed,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-111,CI,Acceptance legality CI gate,CI,GitHub/Windsurf CI,CI MUST fail when ACCEPTED rows have insufficient proof depth or failed subclaims.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,ci_run_result,Acceptance gate fails on seeded illegal row in hardening test.,Gate absent; illegal ACCEPTED row passes.,ACCEPTED only when acceptance CI gate is fail-closed.,Block with CI_ACCEPTANCE_GATE_MISSING.,ci:runtime-certification-acceptance,ci_gate_name; ci_gate_result; hardening_case_count,false,ACCEPTED illegal if gate absent,CI enforcement.,Every certification claim needs a blocking CI gate with fail-closed seeded negative cases.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",.github/workflows/*; scripts/verify_*; tests/runtime/*,.github/workflows/runtime-certification.yml,ci_run_result,Acceptance gate fails on seeded illegal row in hardening test.,Gate absent; illegal ACCEPTED row passes.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-ci-fail-closed,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-112,CI,Semantic cache CI gate,CI / L4 Cache,GitHub/Windsurf CI,CI MUST run semantic cache certification checks and fail if R1B accepted while any required subclaim is not PASS.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,ci_run_result; semantic_cache_certification_report,CI seeded row with BLOCKED subclaim fails.,Semantic cache row accepted despite model/threshold/negative/integrated gaps.,ACCEPTED only when semantic cache CI gate fails closed.,Block with CI_SEMANTIC_CACHE_GATE_MISSING.,ci:semantic-cache-certification,subclaim_status; final_acceptance_status; ci_gate_result,false unless all R1B subclaims pass,ACCEPTED illegal if semantic gate absent,Direct response to current problem.,Every certification claim needs a blocking CI gate with fail-closed seeded negative cases.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",.github/workflows/*; scripts/verify_*; tests/runtime/*,.github/workflows/runtime-certification.yml,ci_run_result; semantic_cache_certification_report,CI seeded row with BLOCKED subclaim fails.,Semantic cache row accepted despite model/threshold/negative/integrated gaps.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-ci-fail-closed,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-113,CI,OTEL collector CI gate,CI / Observability,GitHub/Windsurf CI,CI MUST include collector-backed OTEL job for rows claiming OBSERVABILITY_RUNTIME.,OBSERVABILITY_RUNTIME,E7_REAL_OTEL_EXPORT,true,false,ci_run_result; collector_receipt,CI starts collector or uses approved external endpoint and verifies exported spans/counters.,Only in-memory spans; collector skipped; endpoint absent but gate passes.,ACCEPTED only when collector job passes.,Block with CI_OTEL_COLLECTOR_GATE_MISSING.,ci:otel-runtime-certification,otel_artifact_path; exporter_status; ci_gate_result,true only with external export,ACCEPTED illegal for OTEL claim without collector gate,CI observability proof.,Every certification claim needs a blocking CI gate with fail-closed seeded negative cases.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",.github/workflows/*; scripts/verify_*; tests/runtime/*,.github/workflows/runtime-certification.yml,ci_run_result; collector_receipt,CI starts collector or uses approved external endpoint and verifies exported spans/counters.,Only in-memory spans; collector skipped; endpoint absent but gate passes.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-ci-fail-closed,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-114,CI,Replay CI gate,CI / Replay,GitHub/Windsurf CI,CI MUST run replay-pair verification for rows claiming REPLAY_RUNTIME.,REPLAY_RUNTIME,E8_REPLAY_DETERMINISM,true,false,ci_run_result; replay_report,CI verifies original/replay pair and mutation negative.,Replay gate absent; single-run proof accepted.,ACCEPTED only when replay CI gate passes.,Block with CI_REPLAY_GATE_MISSING.,ci:replay-runtime-certification,replay_artifact_path; ci_gate_result,true only with replay pass,ACCEPTED illegal for replay claim without replay gate,CI replay proof.,Every certification claim needs a blocking CI gate with fail-closed seeded negative cases.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",.github/workflows/*; scripts/verify_*; tests/runtime/*,.github/workflows/runtime-certification.yml,ci_run_result; replay_report,CI verifies original/replay pair and mutation negative.,Replay gate absent; single-run proof accepted.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-ci-fail-closed,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-115,CI,No-bypass mutation CI gate,CI / Runtime Gates,GitHub/Windsurf CI,CI MUST run no-bypass mutation suite for runtime-sensitive rows.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,true,ci_run_result; mutation_boundary_report,Mutation suite runs and all cases pass.,Mutation suite absent; case count 0; errors ignored.,ACCEPTED only when mutation CI passes.,Block with CI_MUTATION_GATE_MISSING.,ci:no-bypass-mutation,mutation_case_count; ci_gate_result,false without mutation gate,ACCEPTED illegal without mutation hardening,CI no-bypass.,Every certification claim needs a blocking CI gate with fail-closed seeded negative cases.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",.github/workflows/*; scripts/verify_*; tests/runtime/*,.github/workflows/runtime-certification.yml,ci_run_result; mutation_boundary_report,Mutation suite runs and all cases pass.,Mutation suite absent; case count 0; errors ignored.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-ci-fail-closed,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-120,100 Percent Standard,100.0% runtime certification definition,99 / Certification,Final certification gate,"The system may claim 100.0% runtime certification only when every runtime-sensitive row is ACCEPTED with actual_proof_depth >= required_proof_depth, required negatives pass, integrated runtime proof exists where required, real OTEL exists where claimed, replay exists where claimed, and Merkle/gate reports are READY.",INTEGRATED_RUNTIME,E6_INTEGRATED_RUNTIME_PROOF,true,true,final_runtime_certification_report; all_requirements_gate_result; merkle_root_report,No PARTIAL/BLOCKED/CALIBRATION_GAP/INFRASTRUCTURE_GAP/NOT_PROVEN runtime rows remain in scope.,Any scoped runtime row not ACCEPTED; failed command; empty Merkle; hardening failed; caveat contradicts claim.,ACCEPTED only when final gate proves all runtime-sensitive rows complete.,Block with RUNTIME_CERTIFICATION_INCOMPLETE.,verify_100_percent_runtime_certification.py,final_acceptance_status; proof_depth_status; merkle_root_ref; failed_commands,true only if all runtime rows fully accepted,ACCEPTED illegal if any scoped blocker remains,Top-level standard.,100.0% runtime certification requires no scoped blockers and proof depth matching claim type.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_120.py,scripts/verify_rtc_req_120.py,final_runtime_certification_report; all_requirements_gate_result; merkle_root_report,No PARTIAL/BLOCKED/CALIBRATION_GAP/INFRASTRUCTURE_GAP/NOT_PROVEN runtime rows remain in scope.,Any scoped runtime row not ACCEPTED; failed command; empty Merkle; hardening failed; caveat contradicts claim.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-121,100 Percent Standard,100.0% static enforcement coverage separate from runtime certification,99 / Certification,Final certification gate,Static enforcement coverage MUST be reported separately from runtime certification and MUST NOT imply runtime correctness.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,static_enforcement_report,"Report clearly separates static, composition, integrated runtime, OTEL, and replay coverage.",Static coverage phrase used as runtime proof; mixed denominator.,ACCEPTED only when coverage language is scoped.,Block with STATIC_RUNTIME_LANGUAGE_MIXED.,verify_certification_language.py,claim_type; certification_phrase; final_acceptance_status,false,ACCEPTED illegal if static and runtime claims are conflated,Prevents signed-off confusion.,100.0% runtime certification requires no scoped blockers and proof depth matching claim type.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_121.py,scripts/verify_rtc_req_121.py,static_enforcement_report,"Report clearly separates static, composition, integrated runtime, OTEL, and replay coverage.",Static coverage phrase used as runtime proof; mixed denominator.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-122,100 Percent Standard,No scoped blockers in final claim,99 / Certification,Final certification gate,Final 100.0% claim MUST list zero scoped blockers and must exclude or caveat any deferred/reference-only rows.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,final_certification_report,Scoped blockers list empty; excluded rows explicit; caveats do not conflict.,Hidden blockers; deferred rows counted as runtime complete; caveat contradicts 100% claim.,ACCEPTED only when blocker list is empty for claimed scope.,Block with FINAL_SCOPE_BLOCKERS_PRESENT.,verify_100_percent_runtime_certification.py,blocking_gap; scope_policy; final_acceptance_status,false if blockers remain,ACCEPTED illegal when blockers exist in claimed scope,Final language guard.,100.0% runtime certification requires no scoped blockers and proof depth matching claim type.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/prove_requirements/*; tests/runtime/test_rtc_req_122.py,scripts/verify_rtc_req_122.py,final_certification_report,Scoped blockers list empty; excluded rows explicit; caveats do not conflict.,Hidden blockers; deferred rows counted as runtime complete; caveat contradicts 100% claim.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W4-reporting-language,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
